Year Month,Country,BNF Section plus Code,BNF Chemical Substance plus Code,Items,Actual Cost,ADQ Usage,DDD Usage,List Size
202410,ENGLAND,Antibacterial drugs (0501),Ampicillin (0501013E0),6,202.253083577281,62,31,63722003
202410,ENGLAND,Antibacterial drugs (0501),Co-amoxiclav (Amoxicillin/clavulanic acid) (0501013K0),113961,380600.366332754,692297.999307702,774810.085192615,63722003
202410,ENGLAND,Antibacterial drugs (0501),Piperacillin sodium/tazobactam sodium (0501014S0),1,114.7624,,2.142857145,63722003
202410,ENGLAND,Antibacterial drugs (0501),Pivmecillinam hydrochloride (0501015P0),32321,271608.005243533,,176173.666490493,63722003
202410,ENGLAND,Antibacterial drugs (0501),Cefaclor (0501021A0),263,3851.77824864125,3879.333324314,2909.5,63722003
202410,ENGLAND,Antibacterial drugs (0501),Cefadroxil (0501021B0),29,843.103881713124,398.5,199.25,63722003
202410,ENGLAND,Antibacterial drugs (0501),Cefixime (0501021C0),73,1845.34626106368,1028,514,63722003
202410,ENGLAND,Antibacterial drugs (0501),Ceftriaxone sodium (0501021G0),60,3899.92433076098,,207.625,63722003
202410,ENGLAND,Antibacterial drugs (0501),Ceftazidime pentahydrate (0501021H0),10,1277.70977473734,,77,63722003
202410,ENGLAND,Antibacterial drugs (0501),Cefuroxime sodium (0501021J0),2,211.128357712294,,23.5,63722003
202410,ENGLAND,Antibacterial drugs (0501),Cefuroxime axetil (0501021K0),202,4400.54151628939,3534.75,3534.75,63722003
202410,ENGLAND,Antibacterial drugs (0501),Cefalexin (0501021L0),79122,197081.843755196,678589.25,339294.625,63722003
202410,ENGLAND,Antibacterial drugs (0501),Cefradine (0501021M0),918,26855.3230394996,14548,7274,63722003
202410,ENGLAND,Antibacterial drugs (0501),Meropenem (0501022A0),10,5431.27870696692,,81.333333164,63722003
202410,ENGLAND,Antibacterial drugs (0501),Ertapenem sodium (0501022B0),6,1142.6857411102,,38,63722003
202410,ENGLAND,Antibacterial drugs (0501),Demeclocycline hydrochloride (0501030F0),453,246069.447912777,6442.25,6442.25,63722003
202410,ENGLAND,Antibacterial drugs (0501),Doxycycline hyclate (0501030I0),370038,428690.952877465,4522415.8,4522415.8,63722003
202410,ENGLAND,Antibacterial drugs (0501),Lymecycline (0501030L0),73592,410830.729973192,1767433,2403708.88,63722003
202410,ENGLAND,Antibacterial drugs (0501),Minocycline hydrochloride (0501030P0),757,11410.158554613,29420.5,14710.25,63722003
202410,ENGLAND,Antibacterial drugs (0501),Oxytetracycline (0501030T0),12680,680289.489188762,312665.75,312665.75,63722003
202410,ENGLAND,Antibacterial drugs (0501),Tetracycline (0501030V0),1510,84787.8472704395,27431.75,27431.75,63722003
202410,ENGLAND,Antibacterial drugs (0501),Doxycycline monohydrate (0501030Z0),5648,79172.3066723195,99054.6,99054.6,63722003
202410,ENGLAND,Antibacterial drugs (0501),Amikacin (0501040C0),3,135.550696047193,,6.5,63722003
202410,ENGLAND,Antibacterial drugs (0501),Gentamicin sulfate (0501040H0),205,9397.09392964685,,2394.916664283,63722003
202410,ENGLAND,Antibacterial drugs (0501),Neomycin sulfate (0501040N0),1,33.6124,3.5,2.8,63722003
202410,ENGLAND,Antibacterial drugs (0501),Tobramycin (0501040U0),43,38955.2808532544,,1935.333332966,63722003
202410,ENGLAND,Antibacterial drugs (0501),Azithromycin (0501050A0),78699,408769.510974026,583642.9,972738.166105846,63722003
202410,ENGLAND,Antibacterial drugs (0501),Clarithromycin (0501050B0),166617,812589.258163654,2067572.5,2067572.5,63722003
202410,ENGLAND,Antibacterial drugs (0501),Erythromycin (0501050C0),23855,546874.775288083,368219,368219,63722003
202410,ENGLAND,Antibacterial drugs (0501),Erythromycin ethylsuccinate (0501050H0),13904,227035.584883059,109293.5,54646.75,63722003
202410,ENGLAND,Antibacterial drugs (0501),Erythromycin stearate (0501050N0),769,9149.53607991913,13142.25,13142.25,63722003
202410,ENGLAND,Antibacterial drugs (0501),Clindamycin hydrochloride (0501060D0),7611,69225.3077715808,125994.75,62997.375,63722003
202410,ENGLAND,Antibacterial drugs (0501),Fidaxomicin (0501070AC),135,183630.273822701,,1371,63722003
202410,ENGLAND,Antibacterial drugs (0501),Fosfomycin trometamol (0501070AE),15983,105591.01004087,,22909,63722003
202410,ENGLAND,Antibacterial drugs (0501),Chloramphenicol (0501070F0),4,2161.7096,28.666666552,28.666666552,63722003
202410,ENGLAND,Antibacterial drugs (0501),Colistimethate sodium (0501070I0),2713,498276.150304212,,30502.733278412,63722003
202410,ENGLAND,Antibacterial drugs (0501),Fusidic acid (0501070M0),6,241.678698792496,62.99999937,62.99999937,63722003
202410,ENGLAND,Antibacterial drugs (0501),Sodium fusidate (0501070N0),72,3463.95380131262,1108.499995566,1108.500055425,63722003
202410,ENGLAND,Antibacterial drugs (0501),Teicoplanin (0501070T0),28,1194.44004646395,,166,63722003
202410,ENGLAND,Antibacterial drugs (0501),Vancomycin hydrochloride (0501070U0),957,201579.654621218,11156.25,2821.5000001,63722003
202410,ENGLAND,Antibacterial drugs (0501),Linezolid (0501070W0),170,104119.395293852,,1547.9999991,63722003
202410,ENGLAND,Antibacterial drugs (0501),Rifaximin (0501070X0),10911,1947496.45731167,,386728.500136899,63722003
202410,ENGLAND,Antibacterial drugs (0501),Co-trimoxazole(Trimethoprim/sulfamethoxazole) (0501080D0),24107,71890.2678171534,188326.75,,63722003
202410,ENGLAND,Antibacterial drugs (0501),Sulfadiazine (0501080J0),12,6327.2888,,746.666666368,63722003
202410,ENGLAND,Antibacterial drugs (0501),Trimethoprim (0501080W0),142333,217914.549575492,868670.575,868670.575,63722003
202410,ENGLAND,Antibacterial drugs (0501),Aminosalicylic acid (0501090A0),1,588.13543710466,,4.99999998,63722003
202410,ENGLAND,Antibacterial drugs (0501),Ethambutol hydrochloride (0501090H0),207,8031.73594925394,2062.4166637,2062.4166637,63722003
202410,ENGLAND,Antibacterial drugs (0501),Isoniazid (0501090K0),293,43327.3246912946,5591.499993354,5591.499993354,63722003
202410,ENGLAND,Antibacterial drugs (0501),Pyrazinamide (0501090N0),6,225.0144,55.999999944,55.999999944,63722003
202410,ENGLAND,Antibacterial drugs (0501),Rifabutin (0501090Q0),24,2856.20638068133,477,954,63722003
202410,ENGLAND,Antibacterial drugs (0501),Rifampicin (0501090R0),1232,74460.5458375677,37140.99999333,37140.99999333,63722003
202410,ENGLAND,Antibacterial drugs (0501),Rifampicin combined preparations (0501090S0),92,2249.9319653117,2186.233333065,,63722003
202410,ENGLAND,Antibacterial drugs (0501),Clofazimine (0501100C0),1,199.544488405965,56,56,63722003
202410,ENGLAND,Antibacterial drugs (0501),Dapsone (0501100H0),1997,24247.733992601,101305,101305,63722003
202410,ENGLAND,Antibacterial drugs (0501),Metronidazole (0501110C0),102958,258167.125895378,,334008.16666704,63722003
202410,ENGLAND,Antibacterial drugs (0501),Ciprofloxacin (0501120L0),29044,83559.0580493376,362652.266253291,271989.2,63722003
202410,ENGLAND,Antibacterial drugs (0501),Ofloxacin (0501120P0),4235,155130.685343986,70273.5,70273.5,63722003
202410,ENGLAND,Antibacterial drugs (0501),Levofloxacin (0501120X0),2655,39317.5577644264,65958,33002.333333352,63722003
202410,ENGLAND,Antibacterial drugs (0501),Moxifloxacin (0501120Y0),324,8439.42325209814,,4048,63722003
202410,ENGLAND,Antibacterial drugs (0501),Methenamine hippurate (0501130H0),48472,664434.453145058,,1382533,63722003
202410,ENGLAND,Antibacterial drugs (0501),Nitrofurantoin (0501130R0),344684,2694999.52588861,1875970.825,1875970.825,63722003
202410,ENGLAND,Antibacterial drugs (0501),Fosfomycin calcium (0501130S0),1,145.5124,,4.99999998,63722003
202411,ENGLAND,Antibacterial drugs (0501),Benzylpenicillin sodium (Penicillin G) (0501011J0),10,162.093145663352,37,12.333333315,63766922
202411,ENGLAND,Antibacterial drugs (0501),Phenoxymethylpenicillin (Penicillin V) (0501011P0),197594,702914.974417514,2403366.5,1201683.25,63766922
202411,ENGLAND,Antibacterial drugs (0501),Flucloxacillin sodium (0501012G0),294092,633840.403974107,3955170.5,1977597.7501893,63766922
202411,ENGLAND,Antibacterial drugs (0501),Amoxicillin (0501013B0),901043,1160616.87475307,9676016.97096815,4838008.48485007,63766922
202411,ENGLAND,Antibacterial drugs (0501),Amoxicillin sodium (0501013C0),6,86.970093028746,,13.499999946,63766922
202411,ENGLAND,Antibacterial drugs (0501),Ampicillin (0501013E0),3,115.66495837416,35.5,17.75,63766922
202411,ENGLAND,Antibacterial drugs (0501),Co-amoxiclav (Amoxicillin/clavulanic acid) (0501013K0),110046,373336.243682969,656237.332677096,738336.24846672,63766922
202411,ENGLAND,Antibacterial drugs (0501),Piperacillin sodium/tazobactam sodium (0501014S0),1,1323.0124,,24.000000024,63766922
202411,ENGLAND,Antibacterial drugs (0501),Pivmecillinam hydrochloride (0501015P0),29756,252757.157865872,,163949.99983605,63766922
202411,ENGLAND,Antibacterial drugs (0501),Cefaclor (0501021A0),259,3645.32035437741,3774.999989874,2831.25,63766922
202411,ENGLAND,Antibacterial drugs (0501),Cefadroxil (0501021B0),31,644.282432440591,302.5,151.25,63766922
202411,ENGLAND,Antibacterial drugs (0501),Cefixime (0501021C0),64,2176.82745741945,1217,608.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Cefotaxime sodium (0501021D0),5,22.0067378631952,,1.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Ceftriaxone sodium (0501021G0),74,4863.87522221701,,261,63766922
202411,ENGLAND,Antibacterial drugs (0501),Ceftazidime pentahydrate (0501021H0),7,682.182524679647,,60,63766922
202411,ENGLAND,Antibacterial drugs (0501),Cefuroxime sodium (0501021J0),2,251.591010556719,,26.25,63766922
202411,ENGLAND,Antibacterial drugs (0501),Cefuroxime axetil (0501021K0),186,3655.76160344061,2944,2944,63766922
202411,ENGLAND,Antibacterial drugs (0501),Cefalexin (0501021L0),74996,186860.570541163,642621.5,321310.75,63766922
202411,ENGLAND,Antibacterial drugs (0501),Cefradine (0501021M0),874,24035.7456346244,12983,6491.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Meropenem (0501022A0),10,7331.72014248913,,109.666666454,63766922
202411,ENGLAND,Antibacterial drugs (0501),Ertapenem sodium (0501022B0),5,1413.2131961967,,47,63766922
202411,ENGLAND,Antibacterial drugs (0501),Aztreonam (0501023A0),1,2201.5548,,27.999999972,63766922
202411,ENGLAND,Antibacterial drugs (0501),Demeclocycline hydrochloride (0501030F0),361,205506.823261349,5376.75,5376.75,63766922
202411,ENGLAND,Antibacterial drugs (0501),Doxycycline hyclate (0501030I0),381398,427928.161345918,4493678.5,4493678.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Lymecycline (0501030L0),69863,390541.069477942,1682479,2288171.44,63766922
202411,ENGLAND,Antibacterial drugs (0501),Minocycline hydrochloride (0501030P0),690,10936.8445823298,28050,14025,63766922
202411,ENGLAND,Antibacterial drugs (0501),Oxytetracycline (0501030T0),12247,564530.507379719,302618.75,302618.75,63766922
202411,ENGLAND,Antibacterial drugs (0501),Tetracycline (0501030V0),1427,78732.3284113989,25519,25519,63766922
202411,ENGLAND,Antibacterial drugs (0501),Doxycycline monohydrate (0501030Z0),5561,75816.2862752817,94793.8,94793.8,63766922
202411,ENGLAND,Antibacterial drugs (0501),Amikacin (0501040C0),1,9.1806409550077,,0.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Gentamicin sulfate (0501040H0),205,9675.01856949869,,2472.374997528,63766922
202411,ENGLAND,Antibacterial drugs (0501),Neomycin sulfate (0501040N0),1,32.0319188008532,3.5,2.8,63766922
202411,ENGLAND,Antibacterial drugs (0501),Tobramycin (0501040U0),55,53014.0474636826,,2645.333332944,63766922
202411,ENGLAND,Antibacterial drugs (0501),Azithromycin (0501050A0),77074,403836.064723621,561548.2,935913.666114627,63766922
202411,ENGLAND,Antibacterial drugs (0501),Clarithromycin (0501050B0),169465,828488.124322061,2051994.5,2051994.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Erythromycin (0501050C0),23119,344005.557757545,353714.25,353714.25,63766922
202411,ENGLAND,Antibacterial drugs (0501),Erythromycin ethylsuccinate (0501050H0),15498,225084.271066226,117583,58791.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Erythromycin stearate (0501050N0),749,9078.61139909531,13046.25,13046.25,63766922
202411,ENGLAND,Antibacterial drugs (0501),Clindamycin hydrochloride (0501060D0),6921,66163.2783647387,116810.774999928,58405.387499964,63766922
202411,ENGLAND,Antibacterial drugs (0501),Clindamycin phosphate (0501060E0),2,125.351912152633,,5.166666651,63766922
202411,ENGLAND,Antibacterial drugs (0501),Fidaxomicin (0501070AC),132,177466.360593712,,1325,63766922
202411,ENGLAND,Antibacterial drugs (0501),Fosfomycin trometamol (0501070AE),15096,100064.244925417,,21711,63766922
202411,ENGLAND,Antibacterial drugs (0501),Chloramphenicol (0501070F0),1,502.7824,6.66666664,6.66666664,63766922
202411,ENGLAND,Antibacterial drugs (0501),Colistimethate sodium (0501070I0),2560,476843.573220867,,29304.588835846,63766922
202411,ENGLAND,Antibacterial drugs (0501),Fusidic acid (0501070M0),5,103.600939110268,26.99999973,26.99999973,63766922
202411,ENGLAND,Antibacterial drugs (0501),Sodium fusidate (0501070N0),54,2733.34115638178,874.833329834,874.833377075,63766922
202411,ENGLAND,Antibacterial drugs (0501),Teicoplanin (0501070T0),19,1669.08674459853,,230.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Vancomycin hydrochloride (0501070U0),845,182140.084858738,10338.5,2599.4375001,63766922
202411,ENGLAND,Antibacterial drugs (0501),Linezolid (0501070W0),166,106656.728728251,,1548.51666606,63766922
202411,ENGLAND,Antibacterial drugs (0501),Rifaximin (0501070X0),10730,1908954.20122592,,379105.333467503,63766922
202411,ENGLAND,Antibacterial drugs (0501),Pristinamycin (0501070Z0),1,5180.0124,,56,63766922
202411,ENGLAND,Antibacterial drugs (0501),Co-trimoxazole(Trimethoprim/sulfamethoxazole) (0501080D0),23819,71627.9226993858,186327.5,,63766922
202411,ENGLAND,Antibacterial drugs (0501),Sulfadiazine (0501080J0),9,5338.8016,,629.999999748,63766922
202411,ENGLAND,Antibacterial drugs (0501),Sulfapyridine (0501080V0),2,3716.0248,,50.0000024,63766922
202411,ENGLAND,Antibacterial drugs (0501),Trimethoprim (0501080W0),134942,209270.235134518,823151.3,823151.3,63766922
202411,ENGLAND,Antibacterial drugs (0501),Ethambutol hydrochloride (0501090H0),219,7128.18139705363,2197.583330316,2197.583330316,63766922
202411,ENGLAND,Antibacterial drugs (0501),Isoniazid (0501090K0),269,38555.6781110647,5050.666660018,5050.666660018,63766922
202411,ENGLAND,Antibacterial drugs (0501),Pyrazinamide (0501090N0),7,500.0068,124.666666542,124.666666542,63766922
202411,ENGLAND,Antibacterial drugs (0501),Rifabutin (0501090Q0),12,1013.3888,168,336,63766922
202411,ENGLAND,Antibacterial drugs (0501),Rifampicin (0501090R0),1209,69395.14615085,36897.74999438,36897.74999438,63766922
202411,ENGLAND,Antibacterial drugs (0501),Rifampicin combined preparations (0501090S0),70,1879.14576081832,1987.199999636,,63766922
202411,ENGLAND,Antibacterial drugs (0501),Clofazimine (0501100C0),1,199.533393651045,56,56,63766922
202411,ENGLAND,Antibacterial drugs (0501),Dapsone (0501100H0),1958,23485.2076444957,98127,98127,63766922
202411,ENGLAND,Antibacterial drugs (0501),Metronidazole (0501110C0),96087,238523.490756978,,311649.3100004,63766922
202411,ENGLAND,Antibacterial drugs (0501),Ciprofloxacin (0501120L0),27270,80728.4168565546,342923.199607913,257192.4,63766922
202411,ENGLAND,Antibacterial drugs (0501),Ofloxacin (0501120P0),4427,160083.505972991,72849.5,72849.5,63766922
202411,ENGLAND,Antibacterial drugs (0501),Levofloxacin (0501120X0),2835,38399.2302029514,70766,35383,63766922
202411,ENGLAND,Antibacterial drugs (0501),Moxifloxacin (0501120Y0),333,8600.1984261547,,4114,63766922
202411,ENGLAND,Antibacterial drugs (0501),Methenamine hippurate (0501130H0),47889,651802.902635687,,1359329,63766922
202411,ENGLAND,Antibacterial drugs (0501),Nitrofurantoin (0501130R0),319366,2515780.29259011,1745947.5125,1745947.5125,63766922
202411,ENGLAND,Antibacterial drugs (0501),Fosfomycin calcium (0501130S0),1,89.1324,,1.999999992,63766922
202412,ENGLAND,Antibacterial drugs (0501),Benzylpenicillin sodium (Penicillin G) (0501011J0),15,84.9211861390364,16.5,5.499999983,63778023
202412,ENGLAND,Antibacterial drugs (0501),Phenoxymethylpenicillin (Penicillin V) (0501011P0),226229,810708.728134312,2681956.75,1341109.37500629,63778023
202412,ENGLAND,Antibacterial drugs (0501),Flucloxacillin sodium (0501012G0),279727,911708.682342228,3790036,1895190.5001735,63778023
202412,ENGLAND,Antibacterial drugs (0501),Amoxicillin (0501013B0),1108845,1407279.69840524,11998365.2983204,5999182.64888174,63778023
202412,ENGLAND,Antibacterial drugs (0501),Amoxicillin sodium (0501013C0),11,326.81480645813,,56.833333193,63778023
202412,ENGLAND,Antibacterial drugs (0501),Ampicillin (0501013E0),8,288.607528926275,88.5,44.25,63778023
202412,ENGLAND,Antibacterial drugs (0501),Co-amoxiclav (Amoxicillin/clavulanic acid) (0501013K0),118824,414930.557973891,699962.332633371,790095.63156757,63778023
202412,ENGLAND,Antibacterial drugs (0501),Piperacillin sodium/tazobactam sodium (0501014S0),1,1323.0124,,24.000000024,63778023
202412,ENGLAND,Antibacterial drugs (0501),Pivmecillinam hydrochloride (0501015P0),30516,261232.07768867,,169479.99983046,63778023
202412,ENGLAND,Antibacterial drugs (0501),Cefaclor (0501021A0),268,3636.6363960737,3745.499990318,2809.125,63778023
202412,ENGLAND,Antibacterial drugs (0501),Cefadroxil (0501021B0),33,807.783026047534,384,192,63778023
202412,ENGLAND,Antibacterial drugs (0501),Cefixime (0501021C0),77,2523.28908784282,1406,703,63778023
202412,ENGLAND,Antibacterial drugs (0501),Cefotaxime sodium (0501021D0),2,48.0042728300434,,3,63778023
202412,ENGLAND,Antibacterial drugs (0501),Ceftriaxone sodium (0501021G0),44,1872.26515964123,,99,63778023
202412,ENGLAND,Antibacterial drugs (0501),Ceftazidime pentahydrate (0501021H0),6,1206.54363485478,,61,63778023
202412,ENGLAND,Antibacterial drugs (0501),Cefuroxime sodium (0501021J0),1,2.50637364150217,,0.25,63778023
202412,ENGLAND,Antibacterial drugs (0501),Cefuroxime axetil (0501021K0),209,3595.60926187658,2898,2898,63778023
202412,ENGLAND,Antibacterial drugs (0501),Cefalexin (0501021L0),77096,239651.192250455,659272.5,329636.25,63778023
202412,ENGLAND,Antibacterial drugs (0501),Cefradine (0501021M0),860,24114.7719996953,13107.75,6553.875,63778023
202412,ENGLAND,Antibacterial drugs (0501),Meropenem (0501022A0),10,4044.62388095258,,60.666666518,63778023
202412,ENGLAND,Antibacterial drugs (0501),Ertapenem sodium (0501022B0),7,1473.37807854113,,49,63778023
202412,ENGLAND,Antibacterial drugs (0501),Demeclocycline hydrochloride (0501030F0),382,222264.475290295,5876.25,5876.25,63778023
202412,ENGLAND,Antibacterial drugs (0501),Doxycycline hyclate (0501030I0),471957,491429.133915985,5138739,5138739,63778023
202412,ENGLAND,Antibacterial drugs (0501),Lymecycline (0501030L0),68337,376455.337804261,1620593,2204006.48,63778023
202412,ENGLAND,Antibacterial drugs (0501),Minocycline hydrochloride (0501030P0),688,10521.7902399798,26823,13411.5,63778023
202412,ENGLAND,Antibacterial drugs (0501),Oxytetracycline (0501030T0),12266,487288.987139422,300989.75,300989.75,63778023
202412,ENGLAND,Antibacterial drugs (0501),Tetracycline (0501030V0),1435,78351.566572175,25422,25422,63778023
202412,ENGLAND,Antibacterial drugs (0501),Doxycycline monohydrate (0501030Z0),5998,77439.522445503,100148.8,100148.8,63778023
202412,ENGLAND,Antibacterial drugs (0501),Amikacin (0501040C0),4,421.381264696487,,21.5,63778023
202412,ENGLAND,Antibacterial drugs (0501),Gentamicin sulfate (0501040H0),193,9380.42249277092,,2398.208330937,63778023
202412,ENGLAND,Antibacterial drugs (0501),Neomycin sulfate (0501040N0),1,205.044143628908,3.5,2.8,63778023
202412,ENGLAND,Antibacterial drugs (0501),Tobramycin (0501040U0),45,40546.7680292208,,2014.666666388,63778023
202412,ENGLAND,Antibacterial drugs (0501),Azithromycin (0501050A0),81768,428593.546623913,596914.02,994856.699412632,63778023
202412,ENGLAND,Antibacterial drugs (0501),Clarithromycin (0501050B0),197759,959821.565573533,2372670.5,2372670.5,63778023
202412,ENGLAND,Antibacterial drugs (0501),Erythromycin (0501050C0),24549,332786.623598483,366889.75,366889.75,63778023
202412,ENGLAND,Antibacterial drugs (0501),Erythromycin ethylsuccinate (0501050H0),17330,247512.095680591,136196,68098,63778023
202412,ENGLAND,Antibacterial drugs (0501),Erythromycin stearate (0501050N0),857,9361.82452925654,13449,13449,63778023
202412,ENGLAND,Antibacterial drugs (0501),Clindamycin hydrochloride (0501060D0),6824,62940.728439578,111631.0416666,55815.5208333,63778023
202412,ENGLAND,Antibacterial drugs (0501),Nitazoxanide (0501070AB),1,3750.2924,,6,63778023
202412,ENGLAND,Antibacterial drugs (0501),Fidaxomicin (0501070AC),125,167641.863285986,,1250,63778023
202412,ENGLAND,Antibacterial drugs (0501),Fosfomycin trometamol (0501070AE),15417,101990.317316062,,22133,63778023
202412,ENGLAND,Antibacterial drugs (0501),Chloramphenicol (0501070F0),4,2161.7096,28.666666552,28.666666552,63778023
202412,ENGLAND,Antibacterial drugs (0501),Colistimethate sodium (0501070I0),2672,488955.879712526,,30072.922168601,63778023
202412,ENGLAND,Antibacterial drugs (0501),Fusidic acid (0501070M0),1,34.5255199983229,8.99999991,8.99999991,63778023
202412,ENGLAND,Antibacterial drugs (0501),Sodium fusidate (0501070N0),69,3367.26568005842,1074.833329034,1074.833387075,63778023
202412,ENGLAND,Antibacterial drugs (0501),Teicoplanin (0501070T0),30,1320.27786972639,,185,63778023
202412,ENGLAND,Antibacterial drugs (0501),Vancomycin hydrochloride (0501070U0),701,153959.999196029,8592.6,2168.7750001,63778023
202412,ENGLAND,Antibacterial drugs (0501),Linezolid (0501070W0),174,105353.802864138,,1548.4999997,63778023
202412,ENGLAND,Antibacterial drugs (0501),Rifaximin (0501070X0),11037,1975536.01197278,,392274.666806017,63778023
202412,ENGLAND,Antibacterial drugs (0501),Co-trimoxazole(Trimethoprim/sulfamethoxazole) (0501080D0),24855,75390.7228869586,192720.5,,63778023
202412,ENGLAND,Antibacterial drugs (0501),Sulfadiazine (0501080J0),10,5289.364,,624.166666417,63778023
202412,ENGLAND,Antibacterial drugs (0501),Sulfapyridine (0501080V0),2,2577.8148,,39.000001872,63778023
202412,ENGLAND,Antibacterial drugs (0501),Trimethoprim (0501080W0),134681,207809.454652529,820463.95,820463.95,63778023
202412,ENGLAND,Antibacterial drugs (0501),Ethambutol hydrochloride (0501090H0),237,8124.24577454791,2034.333330294,2034.333330294,63778023
202412,ENGLAND,Antibacterial drugs (0501),Isoniazid (0501090K0),229,37714.7036737817,4866.833327241,4866.833327241,63778023
202412,ENGLAND,Antibacterial drugs (0501),Pyrazinamide (0501090N0),6,1346.4029619205,109.666666565,109.666666965,63778023
202412,ENGLAND,Antibacterial drugs (0501),Rifabutin (0501090Q0),17,1567.72377505141,260,520,63778023
202412,ENGLAND,Antibacterial drugs (0501),Rifampicin (0501090R0),1145,67096.7723858999,34715.49999514,34715.49999514,63778023
202412,ENGLAND,Antibacterial drugs (0501),Rifampicin combined preparations (0501090S0),38,1031.52169616726,952.39999972,,63778023
202412,ENGLAND,Antibacterial drugs (0501),Clofazimine (0501100C0),1,632.2324,56,56,63778023
202412,ENGLAND,Antibacterial drugs (0501),Dapsone (0501100H0),1940,23037.7340529807,96443,96443,63778023
202412,ENGLAND,Antibacterial drugs (0501),Metronidazole (0501110C0),93496,235883.483379388,,303017.730000748,63778023
202412,ENGLAND,Antibacterial drugs (0501),Ciprofloxacin (0501120L0),27449,79989.5646032569,345694.799609178,259271.1,63778023
202412,ENGLAND,Antibacterial drugs (0501),Ofloxacin (0501120P0),3920,141846.429269076,64327.5,64327.5,63778023
202412,ENGLAND,Antibacterial drugs (0501),Levofloxacin (0501120X0),2920,41972.9867295951,73728,36887.333333352,63778023
202412,ENGLAND,Antibacterial drugs (0501),Moxifloxacin (0501120Y0),346,8970.93266129586,,4293,63778023
202412,ENGLAND,Antibacterial drugs (0501),Methenamine hippurate (0501130H0),50899,932013.798604865,,1439685,63778023
202412,ENGLAND,Antibacterial drugs (0501),Nitrofurantoin (0501130R0),315749,2537895.79953061,1747888.175,1747888.175,63778023
202412,ENGLAND,Antibacterial drugs (0501),Fosfomycin calcium (0501130S0),1,145.5124,,4.99999998,63778023
202501,ENGLAND,Antibacterial drugs (0501),Benzylpenicillin sodium (Penicillin G) (0501011J0),24,334.509303671393,78,25.999999961,63811119
202501,ENGLAND,Antibacterial drugs (0501),Phenoxymethylpenicillin (Penicillin V) (0501011P0),218599,595069.864307253,2695292.25,1348231.12502808,63811119
202501,ENGLAND,Antibacterial drugs (0501),Flucloxacillin sodium (0501012G0),299309,926490.573797608,4036133.5,2018200.7501898,63811119
202501,ENGLAND,Antibacterial drugs (0501),Flucloxacillin magnesium (0501012H0),2,8.65063748669122,15,7.5,63811119
202501,ENGLAND,Antibacterial drugs (0501),Amoxicillin (0501013B0),969780,1188514.83043577,10720984.3070584,5360518.48696073,63811119
202501,ENGLAND,Antibacterial drugs (0501),Amoxicillin sodium (0501013C0),3,78.0547320108385,,12.833333282,63811119
202501,ENGLAND,Antibacterial drugs (0501),Ampicillin (0501013E0),3,91.4594832294517,28,14,63811119
202501,ENGLAND,Antibacterial drugs (0501),Co-amoxiclav (Amoxicillin/clavulanic acid) (0501013K0),119757,355467.74570859,716682.665949984,802600.714996586,63811119
202501,ENGLAND,Antibacterial drugs (0501),Piperacillin sodium/tazobactam sodium (0501014S0),5,2921.572,,54.857142912,63811119
202501,ENGLAND,Antibacterial drugs (0501),Pivmecillinam hydrochloride (0501015P0),30631,261325.67260381,,169512.666497154,63811119
202501,ENGLAND,Antibacterial drugs (0501),Cefaclor (0501021A0),277,3768.27573051473,3874.333322212,2905.75,63811119
202501,ENGLAND,Antibacterial drugs (0501),Cefadroxil (0501021B0),31,978.734514697557,459,229.5,63811119
202501,ENGLAND,Antibacterial drugs (0501),Cefixime (0501021C0),71,2451.83352130432,1369,684.5,63811119
202501,ENGLAND,Antibacterial drugs (0501),Cefotaxime sodium (0501021D0),3,76.2844511605316,,5.25,63811119
202501,ENGLAND,Antibacterial drugs (0501),Ceftriaxone sodium (0501021G0),66,3858.745120107,,210,63811119
202501,ENGLAND,Antibacterial drugs (0501),Ceftazidime pentahydrate (0501021H0),16,2101.11180779558,,84.5,63811119
202501,ENGLAND,Antibacterial drugs (0501),Cefuroxime sodium (0501021J0),2,388.368487259064,,42,63811119
202501,ENGLAND,Antibacterial drugs (0501),Cefuroxime axetil (0501021K0),192,3619.46006562124,2917.5,2917.5,63811119
202501,ENGLAND,Antibacterial drugs (0501),Cefalexin (0501021L0),78500,233314.700931025,671661.5,335830.75,63811119
202501,ENGLAND,Antibacterial drugs (0501),Cefradine (0501021M0),870,30091.2413926387,13875.75,6937.875,63811119
202501,ENGLAND,Antibacterial drugs (0501),Meropenem (0501022A0),3,935.809403108801,,14.333333276,63811119
202501,ENGLAND,Antibacterial drugs (0501),Ertapenem sodium (0501022B0),2,300.694135301516,,10,63811119
202501,ENGLAND,Antibacterial drugs (0501),Demeclocycline hydrochloride (0501030F0),365,210539.468821698,5496.75,5496.75,63811119
202501,ENGLAND,Antibacterial drugs (0501),Doxycycline hyclate (0501030I0),474697,494589.09666558,5257289,5257289,63811119
